Nr,CLASS,GENDER,AGE,HEIGHT,SPORTS,TV,COMPUTER,SUBJECT,ALLOWANCE,WORK,PROVINCE,BREAKFAST
5802,1,Boy,12,172,5,4,4,Sports,20,3,28,Yes
5803,1,Boy,12,165,7,14,2,Computer Science,10,0,28,Yes
5804,1,Girl,12,151,0,3,1,Other,5,0,28,Yes
5805,1,Boy,12,160,4,10,0,Other,7,0,28,Yes
5806,1,Boy,12,164,1,17,2,Engineering,3,0,28,Yes
5807,1,Boy,12,172,3,12,4,Engineering,3,0,28,Brought something
5808,1,Girl,12,170,3,0,0,Mathematics,5,0,28,Yes
5809,1,Girl,12,165,0,7,0,English language,3,0,28,Yes
5810,1,Boy,13,166,1,12,8,History,6,0,28,Yes
5811,1,Girl,12,170,4,12,2,French language,2,0,28,Yes
5812,1,Girl,12,175,3,20,7,Sports,5,0,28,Yes
5813,1,Boy,12,170,1,10,4,Sports,10,0,28,Yes
5814,1,Boy,12,163,1,8,3,Engineering,4,0,28,Yes
5815,1,Boy,12,164,2,1,1,Mathematics,10,0,28,Yes
5816,1,Girl,12,161,1,21,2,Sports,8,0,28,Yes
5817,1,Girl,12,162,0,21,2,Sports,7,0,28,Yes
5818,1,Boy,13,165,4,21,3,Sports,13,0,28,Yes
5819,1,Girl,12,162,2,14,4,Sports,5,0,28,Yes
5820,1,Boy,12,172,2,7,2,Engineering,25,0,28,Yes
5821,1,Boy,12,170,5,24,9,History,25,0,28,Yes
5822,1,Boy,13,165,4,21,1,Sports,10,0,28,Yes
5823,1,Girl,12,165,0,56,0,Engineering,15,0,28,Yes
5824,1,Boy,12,180,2,7,0,History,5,0,28,Yes
5825,1,Boy,12,177,1,21,15,Engineering,10,25,28,Yes
5826,1,Boy,12,170,0,21,8,Computer Science,0,100,28,Yes
5827,1,Girl,13,159,1,7,2,History,6,0,28,Yes
5828,1,Girl,12,159,4,17,3,Sports,6,0,28,Yes
5829,1,Boy,13,174,1,21,14,Sports,9,0,28,Yes
5830,1,Boy,12,158,2,17,3,Engineering,6,0,28,Yes
5831,1,Boy,12,152,1,12,8,Computer Science,5,0,28,Yes
5832,1,Boy,12,160,10,15,12,History,6,0,28,Yes
5833,1,Girl,12,157,2,16,8,Mathematics,5,0,28,Yes
5834,1,Boy,12,153,8,12,14,Computer Science,10,0,28,Yes
5835,1,Girl,12,162,5,7,5,Mathematics,6,0,28,Yes
5836,1,Girl,12,152,2,10,3,English language,10,0,28,Yes
5837,1,Girl,12,158,8,9,1,Dutch language,10,25,28,Yes
5838,1,Girl,12,168,2,9,2,Mathematics,12,0,28,Yes
5839,1,Girl,12,170,11,15,2,Dutch language,10,5,28,Yes
5840,1,Boy,12,157,4,11,8,English language,13,0,28,Yes
5841,1,Girl,12,156,20,24,2,English language,25,250,28,Yes
5842,1,Girl,13,165,10,7,1,Dutch language,15,0,28,Brought something
5843,1,Boy,13,170,3,24,24,Computer Science,15,40,28,Brought something
5844,1,Boy,12,158,3,5,5,Dutch language,13,0,28,Yes
5845,1,Girl,12,155,8,0,1,Mathematics,0,0,28,Yes
5846,1,Girl,12,168,2,20,2,Dutch language,10,0,28,Yes
5847,1,Girl,12,163,8,9,3,Dutch language,6,20,28,Yes
5848,1,Girl,12,160,6,35,4,English language,7,0,28,Yes
5849,1,Boy,12,164,4,10,8,Engineering,13,15,28,Yes
5850,1,Girl,12,155,2,21,0,Music,10,0,28,Yes
5851,1,Girl,12,170,0,17,1,Dutch language,10,0,28,Yes
5852,1,Girl,12,165,3,11,4,Sports,12,0,28,Yes
5853,1,Girl,12,177,3,7,8,Mathematics,4,0,28,Yes
5854,1,Boy,13,163,3,21,26,Mathematics,7,0,28,Yes
5855,1,Girl,12,155,4,35,0,Dutch language,5,0,28,Yes
5856,1,Girl,11,156,3,9,3,Sports,12,6,28,Yes
5857,1,Girl,12,158,2,21,3,Music,5,0,28,Yes
5858,1,Girl,12,150,5,17,0,History,10,0,28,Yes
5859,1,Boy,12,150,6,6,3,Other,10,0,28,Yes
5860,1,Boy,12,150,7,10,10,Dutch language,15,0,28,Yes
5861,1,Girl,12,178,0,15,6,Dutch language,15,0,28,Yes
5862,1,Boy,13,165,2,21,11,Mathematics,7,0,28,Yes
5863,1,Boy,12,182,3,25,20,Sports,10,20,28,Yes
5864,1,Boy,13,152,2,8,4,Sports,5,0,28,Yes
5865,1,Girl,12,155,2,10,1,Engineering,15,0,28,Yes
5866,1,Girl,12,156,7,7,2,Dutch language,6,0,28,Yes
5867,1,Girl,13,170,1,40,0,Nursing,12,0,28,Yes
5868,1,Boy,13,175,5,16,11,Mathematics,12,10,28,Yes
5869,1,Boy,12,162,5,18,3,Engineering,5,0,28,Yes
5870,1,Boy,12,160,7,4,1,Engineering,0,0,28,Yes
5871,1,Boy,12,149,10,12,4,Engineering,5,0,28,Yes
5872,1,Boy,12,178,6,42,5,Mathematics,7,0,28,Yes
5873,1,Girl,12,170,1,7,0,Engineering,5,0,28,Yes
5874,1,Boy,12,160,5,30,9,Engineering,7,0,28,Yes
5875,1,Girl,13,167,0,4,2,Mathematics,25,0,28,Yes
5876,1,Girl,12,155,16,1,0,French language,0,0,28,Yes
5877,1,Boy,13,156,4,20,12,Engineering,10,0,28,Yes
5878,1,Girl,12,157,4,17,4,Music,10,0,28,Yes
5879,1,Girl,12,156,1,10,5,Music,7,0,28,Yes
5880,1,Boy,11,164,4,1,6,Dutch language,8,0,28,Yes
5881,1,Boy,12,165,2,25,14,Mathematics,2,0,28,Yes
5882,1,Boy,12,169,2,35,9,Engineering,7,0,28,Yes
5883,1,Boy,12,152,8,11,6,Engineering,4,0,28,Yes
5884,1,Boy,12,166,1,15,5,Engineering,3,0,28,Yes
5885,1,Boy,12,181,5,25,12,Engineering,5,0,28,Yes
5886,1,Boy,12,173,4,28,15,Engineering,8,0,28,Yes
5887,1,Girl,12,154,1,6,2,French language,15,0,28,Yes
5888,1,Boy,12,167,2,35,5,Mathematics,5,10,28,Yes
5889,1,Girl,12,155,3,7,1,Music,5,0,28,Yes
5890,1,Boy,12,156,2,15,30,Music,5,0,28,Yes
5891,1,Boy,12,172,4,7,8,Engineering,10,40,28,No
5892,1,Girl,12,160,6,28,3,Music,7,8,28,Yes
5893,1,Boy,13,158,3,14,12,Mathematics,4,0,28,Yes
5894,1,Girl,12,152,0,20,0,English language,5,0,28,Yes
5895,1,Boy,12,160,4,14,14,Engineering,7,0,28,Yes
5896,1,Boy,12,163,1,3,2,Other,7,0,28,Yes
5897,1,Boy,12,177,5,7,10,Engineering,10,0,28,Yes
5898,1,Boy,12,160,4,14,7,Sports,3,0,28,Yes
5899,1,Girl,12,150,3,8,2,French language,5,0,28,Yes
5900,1,Boy,12,165,4,9,8,Computer Science,7,2,28,Yes
5901,1,Boy,12,150,1,12,8,Engineering,8,0,28,Yes
5902,1,Girl,12,158,5,6,1,French language,5,0,28,Yes
5903,1,Boy,12,165,5,18,7,Engineering,7,0,28,Yes
5904,1,Boy,12,154,1,2,2,Art,10,0,28,Yes
5905,1,Boy,12,160,2,18,20,Computer Science,5,0,28,Yes
5906,1,Boy,12,155,4,5,4,Engineering,12,0,28,Yes
5907,1,Boy,12,160,8,1,1,Engineering,13,0,28,Yes
5908,1,Boy,12,165,6,5,4,Music,7,0,28,Yes
5909,1,Boy,12,160,1,8,8,Music,10,0,28,Yes
5910,1,Girl,12,167,5,0,1,Engineering,5,1,28,Yes
5911,1,Girl,11,161,7,5,2,Engineering,6,0,28,Yes
5912,1,Boy,12,145,2,6,3,Other,40,0,28,Yes
5913,1,Girl,12,156,2,6,1,Music,5,0,28,Yes
5914,1,Boy,12,150,2,7,5,History,40,0,28,Yes
5915,1,Girl,12,163,4,8,4,Music,15,0,28,Yes
5916,1,Boy,12,156,4,4,1,English language,6,0,28,Yes
5917,1,Boy,12,156,6,6,7,History,12,0,28,Yes
5918,1,Boy,12,175,5,10,1,Sports,7,0,28,Yes
5919,1,Boy,12,158,5,9,8,Sports,7,10,28,Yes
5920,1,Boy,12,155,4,8,8,English language,10,0,28,Yes
5921,1,Boy,12,162,2,10,10,Computer Science,6,15,28,Yes
5922,2,Boy,18,182,65,3,3,Mathematics,3,3,28,Yes
5923,2,Boy,13,173,3,10,25,Other,13,0,28,Brought something
5924,2,Boy,15,177,1,25,21,History,10,0,28,Yes
5925,2,Boy,13,165,0,30,20,Mathematics,33,0,28,Yes
5926,2,Boy,13,166,3,10,2,Nursing,50,43,28,Brought something
5927,2,Girl,14,175,14,14,2,Sports,15,45,28,Yes
5928,2,Girl,13,165,2,4,0,Sports,0,0,28,Yes
5929,2,Boy,13,164,12,8,6,Sports,13,12,28,Yes
5930,2,Boy,13,170,4,15,15,Other,5,0,28,Yes
5931,2,Boy,12,165,4,22,0,Other,6,0,28,Yes
5932,2,Girl,13,165,0,35,1,Other,10,0,28,Yes
5933,2,Girl,13,175,7,14,2,Sports,11,15,28,Yes
5934,2,Boy,13,183,3,9,1,Physics & Chemisty,8,0,28,Yes
5935,2,Girl,12,170,4,14,3,English language,7,0,28,Yes
5936,2,Boy,13,174,14,15,17,Dutch language,17,4,28,Yes
5937,2,Girl,13,171,0,8,0,French language,10,0,28,Yes
5938,2,Girl,13,165,5,10,4,Other,8,10,28,Yes
5939,2,Boy,13,174,3,10,6,Sports,45,0,28,Brought something
5940,2,Boy,13,170,16,17,7,Other,10,0,28,Yes
5941,2,Boy,13,165,7,10,15,Mathematics,3,0,28,Yes
5942,2,Boy,13,165,2,10,4,Mathematics,7,0,28,Yes
5943,2,Boy,13,165,3,21,3,Sports,8,25,28,Yes
5944,2,Girl,12,170,1,16,2,Other,8,0,28,Yes
5945,2,Girl,13,165,5,15,2,Sports,15,0,28,Brought something
5946,2,Boy,14,170,2,14,20,Music,10,46,28,Yes
5947,2,Boy,13,170,3,17,28,Music,10,0,28,Yes
5948,2,Boy,14,174,4,7,4,Sports,15,0,28,Yes
5949,2,Girl,13,160,2,16,4,History,8,0,28,Yes
5950,2,Girl,13,170,4,20,2,Other,30,35,28,Yes
5951,2,Girl,13,165,4,19,14,Other,8,0,28,Yes
5952,2,Boy,13,165,3,21,7,Other,12,1,28,Yes
5953,2,Girl,13,177,2,8,6,Sports,8,0,28,Yes
5954,2,Girl,13,172,1,42,7,Other,10,0,28,Yes
5955,2,Girl,14,168,4,35,3,Sports,0,28,28,Yes
5956,2,Girl,13,167,3,33,4,Sports,7,0,28,Yes
5957,2,Boy,13,162,5,20,2,Sports,28,0,28,Brought something
5958,2,Girl,13,172,5,12,13,Mathematics,0,0,28,Yes
5959,2,Girl,14,170,2,10,3,Music,5,15,28,Yes
5960,2,Boy,12,159,5,6,6,Mathematics,5,0,28,Yes
5961,2,Boy,13,160,3,21,21,Sports,9,0,28,Yes
5962,2,Boy,13,165,3,6,12,History,15,0,28,Yes
5963,2,Boy,13,178,6,2,1,Sports,6,10,28,Yes
5964,2,Girl,13,160,2,14,7,Mathematics,10,25,28,Yes
5965,2,Girl,13,165,1,30,8,Other,10,0,28,Yes
5966,2,Boy,13,170,1,25,1,Mathematics,10,25,28,Yes
5967,2,Girl,13,153,3,0,2,Music,5,0,28,Yes
5968,2,Girl,13,160,2,14,7,Mathematics,11,25,28,Yes
5969,2,Girl,13,166,1,9,4,Sports,5,5,28,Yes
5970,2,Boy,13,161,1,8,16,Sports,10,0,28,Yes
5971,2,Boy,13,158,3,15,20,Sports,15,30,28,Yes
5972,2,Boy,13,167,10,10,3,Sports,4,0,28,Yes
5973,2,Girl,13,173,1,10,1,Music,8,0,28,Yes
5974,2,Girl,13,167,5,8,8,Sports,15,50,28,Brought something
5975,2,Girl,14,179,4,36,5,Sports,0,28,28,Yes
5976,2,Boy,14,176,3,12,14,Computer Science,10,0,28,Yes
5977,2,Boy,14,180,3,6,9,Sports,8,25,28,Yes
5978,2,Boy,14,150,8,21,14,Music,10,0,28,Yes
5979,2,Boy,13,167,1,17,2,Music,13,0,28,Yes
5980,2,Boy,14,160,26,20,59,Mathematics,200,300,28,No
5981,2,Boy,13,165,8,26,25,Sports,25,0,28,Yes
5982,2,Boy,13,176,7,10,6,Sports,65,20,28,Yes
5983,2,Girl,13,163,6,25,3,Sports,10,0,28,Yes
5984,2,Boy,13,160,4,4,24,Music,40,0,28,Yes
5985,2,Girl,12,140,0,15,35,Other,8,40,28,Yes
5986,2,Boy,13,177,6,20,8,Sports,5,0,28,Yes
5987,2,Girl,12,165,2,11,1,Sports,10,0,28,Yes
5988,2,Girl,13,155,1,10,0,Other,25,0,28,Yes
5989,2,Girl,13,164,2,15,6,Art,10,0,28,Yes
5990,2,Girl,13,157,2,25,2,Sports,13,10,28,No
5991,2,Boy,13,165,15,26,35,Sports,13,0,28,Yes
5992,2,Boy,13,173,4,12,12,German,12,40,28,Yes
5993,2,Boy,13,160,4,8,2,Art,5,15,28,Yes
5994,2,Boy,13,162,6,13,8,Sports,10,0,28,Yes
5995,2,Girl,13,165,7,10,3,Mathematics,10,0,28,Yes
5996,2,Girl,13,167,2,11,1,Sports,10,8,28,Yes
5997,2,Girl,13,173,1,28,6,Art,6,40,28,Yes
5998,2,Girl,13,173,3,10,7,Sports,8,0,28,Yes
5999,2,Girl,13,165,4,10,1,Art,10,0,28,Yes
6000,2,Boy,13,174,1,15,8,Other,13,0,28,Yes
6001,2,Girl,14,165,2,15,2,Sports,8,0,28,Yes
6002,2,Girl,13,172,2,15,4,Art,5,0,28,Yes
6003,2,Girl,13,156,0,14,4,English language,19,20,28,Yes
6004,2,Boy,13,169,4,9,2,Music,6,5,28,Yes
6005,2,Boy,13,163,2,14,4,Other,5,10,28,Yes
6006,2,Girl,13,167,6,11,2,Sports,6,0,28,Yes
6007,2,Girl,13,165,3,8,1,Dutch language,10,0,28,Yes
6008,2,Boy,12,162,4,24,3,Sports,5,0,28,Yes
6009,2,Boy,13,176,1,15,10,Art,12,0,28,Yes
6010,2,Boy,13,152,7,10,0,Sports,10,0,28,Yes
6011,1,Boy,12,150,3,1,18,Computer Science,13,0,26,Yes
6012,1,Boy,12,160,4,20,15,Computer Science,25,0,26,Yes
6013,1,Boy,12,161,0,14,8,Sports,38,0,26,Yes
6014,1,Girl,11,162,6,5,3,Sports,3,0,26,Yes
6015,1,Girl,12,154,2,13,6,Sports,6,47,26,Yes
6016,1,Boy,13,165,0,56,0,Mathematics,5,0,26,Yes
6017,1,Boy,12,148,5,35,4,Biology,8,15,26,Yes
6018,1,Boy,13,162,4,9,3,Sports,10,20,26,Yes
6019,1,Girl,12,155,8,13,6,Sports,7,0,26,Yes
6020,1,Girl,13,160,3,9,3,Sports,10,75,26,Yes
6021,1,Boy,12,168,0,7,14,Biology,15,0,26,No
6022,1,Boy,12,141,5,18,15,Mathematics,15,0,26,Yes
6023,1,Boy,12,158,0,5,5,French language,8,0,26,Yes
6024,1,Boy,13,153,7,14,15,French language,10,0,26,Yes
6025,1,Girl,12,162,12,5,4,Sports,3,6,26,Yes
6026,1,Boy,12,150,0,6,7,Mathematics,5,0,26,Yes
6027,1,Boy,12,170,5,25,10,Sports,6,0,26,Yes
6028,1,Girl,12,155,2,7,6,Sports,10,0,26,Yes
6029,1,Girl,12,170,2,15,0,Mathematics,10,0,26,No
6030,1,Girl,13,155,2,10,7,Mathematics,10,0,26,Yes
6031,1,Boy,12,155,8,4,3,Mathematics,10,30,26,Yes
6032,1,Girl,13,166,2,17,1,Sports,13,0,26,Yes
6033,1,Girl,12,162,1,7,3,Sports,10,0,26,Yes
6034,1,Girl,12,164,1,10,0,Sports,6,0,26,Yes
6035,1,Boy,12,150,5,7,1,Dutch language,5,0,26,Yes
6036,1,Girl,12,164,1,8,3,Mathematics,5,5,26,Brought something
6037,1,Boy,12,145,5,11,20,Mathematics,5,0,26,Yes
6038,1,Girl,12,150,2,5,5,Mathematics,5,25,26,Yes
6039,1,Girl,12,170,0,4,0,Other,2,0,26,Yes
6040,1,Boy,13,153,6,10,5,Mathematics,25,0,26,Yes
6041,1,Boy,13,159,3,8,8,Mathematics,10,0,26,Yes
6042,1,Girl,12,165,4,3,6,Sports,5,0,26,Yes
6043,1,Boy,13,177,0,15,4,Sports,6,0,26,Yes
6044,1,Girl,12,158,1,14,5,Dutch language,10,0,26,Yes
6045,1,Girl,12,160,3,3,4,French language,5,0,26,Yes
6046,1,Girl,12,160,1,4,2,Sports,5,0,26,Yes
6047,1,Boy,13,171,4,7,12,Sports,10,0,26,Yes
6048,1,Girl,12,162,3,10,9,Mathematics,10,0,26,Yes
6049,1,Girl,12,155,0,14,14,Music,5,0,26,Brought something
6050,1,Boy,12,162,6,14,2,Sports,10,0,26,Yes
6051,1,Girl,12,165,1,15,2,Sports,10,0,26,Yes
6052,1,Boy,12,171,5,21,15,Sports,8,15,26,Yes
6053,1,Boy,12,158,5,8,7,Mathematics,5,0,26,Yes
6054,1,Girl,12,165,2,8,2,Sports,10,0,26,Yes
6055,1,Boy,13,163,2,10,10,Mathematics,5,0,26,Yes
6056,1,Boy,12,140,3,21,7,Sports,5,25,26,Yes
6057,1,Girl,12,172,2,3,4,Sports,0,0,26,Yes
6058,1,Boy,13,171,5,10,4,Mathematics,50,0,26,Yes
6059,1,Girl,12,162,4,3,5,Sports,16,0,26,Yes
6060,1,Girl,11,157,5,2,1,Sports,0,0,26,Yes
6061,1,Boy,12,154,6,6,8,Mathematics,10,0,26,Yes
6062,1,Boy,12,185,5,7,10,Sports,8,0,26,Yes
6063,1,Boy,13,165,3,19,3,Engineering,6,0,26,Yes
6064,1,Boy,12,157,9,8,12,Sports,5,0,26,Yes
6065,1,Girl,12,162,1,14,4,Sports,5,0,26,Yes
6066,1,Girl,12,150,4,9,2,Sports,5,0,26,Brought something
6067,1,Girl,13,170,2,18,2,French language,5,0,26,Yes
6068,1,Boy,12,161,5,2,5,Sports,8,0,26,Yes
6069,1,Boy,12,154,8,20,26,Sports,12,0,26,No
6070,1,Boy,12,160,3,4,30,Mathematics,8,0,26,Yes
6071,1,Boy,14,172,6,15,5,Sports,18,25,26,Yes
6072,1,Boy,12,172,4,20,3,Sports,10,0,26,Yes
6073,1,Girl,12,162,2,2,0,Other,10,1,26,Yes
6074,1,Girl,13,157,2,3,0,Computer Science,3,0,26,Yes
6075,1,Girl,12,160,3,14,14,Mathematics,10,0,26,Yes
6076,1,Girl,12,155,4,1,4,French language,350,5,26,Yes
6077,1,Boy,12,159,5,13,13,Sports,8,0,26,Yes
6078,1,Girl,13,160,2,4,4,French language,10,0,26,Yes
6079,1,Girl,12,175,3,4,2,English language,12,3,26,Yes
6080,1,Boy,12,163,4,20,4,Sports,8,0,26,Yes
6081,1,Girl,12,172,3,6,1,Computer Science,5,0,26,Yes
6082,1,Girl,11,167,3,35,1,Computer Science,13,10,26,Yes
6083,1,Girl,12,140,2,14,14,French language,10,10,26,Yes
6084,1,Girl,12,157,5,7,0,Sports,8,0,26,Yes
6085,1,Girl,12,169,3,5,1,Computer Science,9,0,26,Yes
6086,1,Boy,12,167,2,3,1,History,4,20,26,Yes
6087,1,Girl,12,160,2,5,3,French language,5,13,26,Yes
6088,1,Girl,12,162,2,7,5,French language,5,13,26,Yes
6089,1,Boy,12,147,1,21,15,History,5,0,26,Yes
6090,1,Boy,12,155,0,29,31,Other,5,0,26,Yes
6091,1,Girl,12,172,7,25,4,Sports,7,0,26,Yes
6092,1,Boy,13,156,0,16,10,Sports,6,0,26,Yes
6093,1,Boy,12,160,5,7,4,Sports,18,0,26,Yes
6094,1,Boy,12,174,5,15,12,Sports,10,0,26,Yes
6095,1,Girl,13,158,0,14,4,Sports,15,0,26,Yes
6096,1,Boy,12,157,4,11,5,English language,10,0,26,Yes
6097,1,Girl,13,154,0,18,2,Other,6,30,26,No
6098,1,Girl,12,163,0,25,1,Computer Science,10,0,26,Brought something
6099,1,Girl,13,174,0,10,2,Mathematics,5,0,26,Yes
6100,1,Girl,12,163,0,14,4,Sports,15,0,26,Yes
6101,1,Girl,12,159,3,10,2,Music,5,0,26,Yes
6102,1,Girl,12,159,1,21,1,Biology,5,0,26,Yes
6103,1,Girl,13,156,4,14,1,Sports,10,15,26,Brought something
6104,1,Girl,13,157,0,18,1,English language,4,0,26,Yes
6105,1,Girl,13,157,0,18,1,English language,4,0,26,Yes
6106,1,Boy,12,157,6,23,7,Sports,6,0,26,Yes
6107,1,Girl,12,165,15,6,5,Biology,0,0,26,Yes
6108,1,Boy,13,156,4,14,2,English language,15,5,26,Yes
6109,1,Boy,13,160,2,14,20,Sports,25,50,26,Yes
6110,1,Boy,13,163,3,10,16,Sports,5,20,26,Yes
6111,1,Boy,12,154,5,18,7,Sports,10,0,26,Yes
6112,1,Boy,12,157,2,5,0,Sports,10,5,26,Brought something
6113,1,Boy,13,162,6,22,7,Sports,5,10,26,Yes
6114,1,Boy,12,161,2,14,10,Sports,5,10,26,Yes
6115,1,Boy,13,153,5,20,4,Sports,6,0,26,Yes
6116,1,Girl,12,161,4,13,2,Biology,10,12,26,Yes
6117,1,Girl,12,156,0,20,17,Music,6,0,26,Yes
6118,1,Boy,13,153,5,10,9,Biology,5,50,26,Yes
6119,1,Girl,12,151,1,8,1,Sports,5,5,26,Yes
6120,1,Boy,12,153,5,15,17,Sports,12,5,26,Yes
6121,1,Girl,13,147,4,12,1,Mathematics,6,25,26,Yes
6122,1,Boy,12,157,5,12,20,Biology,35,0,26,Yes
6123,1,Boy,12,155,4,7,5,Sports,25,5,26,Yes
6124,1,Boy,12,160,0,28,0,Mathematics,10,0,26,Yes
6125,1,Boy,12,142,5,2,2,English language,25,0,26,Yes
6126,1,Boy,12,163,4,6,10,Computer Science,5,0,26,Yes
6127,1,Girl,12,160,1,35,5,Mathematics,6,0,26,Yes
6128,1,Girl,12,165,2,14,3,Other,3,0,26,Yes
6129,1,Girl,12,163,3,8,0,English language,2,0,26,Yes
6130,1,Girl,12,170,8,20,7,English language,5,0,26,Yes
6131,1,Girl,12,160,3,6,10,Drama,5,0,26,Yes
6132,1,Girl,12,171,2,9,5,English language,0,20,26,Yes
6133,1,Girl,11,160,4,14,5,Music,5,0,26,Yes
6134,1,Girl,12,160,4,3,0,Drama,5,0,26,Yes
6135,1,Boy,12,168,5,3,15,English language,12,25,26,Yes
6136,1,Girl,12,150,4,3,1,English language,5,0,26,Yes
6137,1,Boy,12,171,3,10,4,Sports,5,0,26,Yes
6138,1,Girl,12,158,7,3,0,Drama,10,1,26,Yes
6139,1,Girl,12,157,3,12,3,Biology,5,10,26,Yes
6140,1,Boy,12,152,5,8,17,English language,4,0,26,Yes
6141,1,Girl,12,166,0,14,5,Other,5,25,26,Yes
6142,1,Boy,12,162,4,18,4,Sports,15,0,26,Yes
6143,1,Boy,12,167,7,35,50,Sports,10,0,26,Yes
6144,1,Girl,12,162,3,4,1,Art,5,0,26,Yes
6145,1,Girl,12,155,1,35,0,Mathematics,10,0,26,No
6146,1,Boy,12,155,3,8,0,Other,15,0,26,Yes
6147,1,Girl,12,152,1,9,0,Computer Science,5,0,26,Yes
6148,1,Girl,12,174,1,19,4,Music,5,13,26,Yes
6149,1,Boy,12,167,4,12,10,English language,7,5,26,Yes
6150,1,Boy,11,156,5,30,2,Sports,6,0,26,Yes
6151,1,Girl,13,172,2,4,1,English language,10,30,26,Yes
6152,1,Boy,12,170,7,6,6,Sports,5,4,26,Yes
6153,1,Girl,12,159,6,8,1,Sports,12,0,26,Yes
6154,1,Girl,12,162,1,10,7,Sports,10,0,26,Yes
6155,1,Boy,13,182,7,0,2,Sports,10,0,26,Yes
6156,1,Girl,12,161,3,15,5,Sports,7,0,26,Yes
6157,1,Boy,12,151,2,15,5,Sports,5,0,26,Yes
6158,1,Boy,12,166,4,21,5,Sports,10,0,26,Yes
6159,1,Girl,12,155,1,14,5,Sports,10,0,26,Yes
6160,1,Girl,12,145,1,5,1,Sports,7,0,26,Yes
6161,1,Girl,12,156,4,5,5,Sports,7,60,26,Yes
6162,1,Girl,12,179,0,8,6,Drama,7,0,26,Yes
6163,1,Boy,12,158,6,13,7,Sports,5,0,26,Yes
6164,1,Boy,12,162,0,7,7,Sports,4,0,26,Yes
6165,1,Girl,12,162,5,14,3,Sports,6,0,26,Yes
6166,1,Boy,12,169,0,30,4,Dutch language,7,0,26,Yes
6167,1,Boy,12,169,17,28,7,Music,5,0,26,Yes
6168,1,Boy,12,165,4,14,12,Sports,8,1,26,Yes
6169,1,Girl,12,151,1,14,2,Sports,6,0,26,Yes
6170,1,Boy,12,159,5,7,8,Dutch language,5,5,26,Yes
6171,1,Boy,12,152,8,12,5,Sports,5,3,26,Brought something
6172,1,Girl,12,177,6,30,2,Sports,5,25,26,Yes
6173,1,Boy,12,148,5,8,3,Sports,6,0,26,Yes
6174,1,Boy,12,159,3,10,20,Sports,3,0,26,Yes
6175,1,Boy,12,158,8,20,10,Sports,8,0,26,Yes
6176,1,Girl,12,162,7,10,2,Other,8,0,26,Yes
6177,1,Boy,12,163,1,1,1,Sports,3,0,26,Yes
6178,1,Girl,12,175,1,13,9,Sports,4,0,26,Yes
6179,1,Boy,12,160,10,20,14,Sports,0,10,26,Yes
6180,1,Girl,12,159,5,20,3,Sports,3,1,26,Yes
6181,1,Girl,12,161,1,0,1,Sports,10,0,26,Yes
6182,1,Girl,13,158,5,13,1,Sports,8,0,26,Yes
6183,1,Girl,13,153,5,20,5,Sports,5,0,26,Yes
6184,1,Boy,12,155,5,30,30,Sports,8,0,26,Yes
6185,1,Girl,12,153,2,17,2,Sports,0,0,26,Yes
6186,1,Girl,12,146,4,34,5,Sports,6,0,26,Yes
6187,1,Boy,13,167,8,21,17,Sports,16,0,26,Yes
6188,1,Boy,12,144,5,33,14,Sports,0,0,26,Yes
6189,1,Girl,13,171,2,20,0,Sports,6,0,26,Yes
6190,1,Girl,12,157,6,25,9,Sports,25,0,26,Yes
6191,1,Boy,12,155,6,15,5,Sports,11,0,26,Yes
6192,1,Girl,12,163,1,9,3,Computer Science,2,0,26,Yes
6193,1,Boy,12,153,8,22,17,Sports,13,40,26,Yes
6194,1,Boy,13,153,2,7,5,Sports,6,20,26,Yes
6195,1,Girl,12,165,11,25,4,Sports,10,0,26,Yes
6196,1,Boy,13,144,9,17,16,Sports,10,75,26,Yes
6197,1,Girl,12,152,0,21,4,Sports,5,25,26,Yes
6198,1,Boy,12,166,4,7,21,Sports,4,0,26,Yes
6199,1,Boy,12,162,10,14,16,Sports,8,3,26,Yes
6200,1,Girl,12,150,3,14,5,Sports,10,0,26,Yes
6201,1,Girl,12,155,3,20,15,Other,4,3,26,Yes
6202,1,Girl,12,148,2,34,6,Sports,5,0,26,Yes
6203,1,Girl,12,157,2,20,3,Sports,6,0,26,Yes
6204,1,Girl,12,157,3,5,1,Sports,3,0,26,Yes
6205,1,Boy,12,149,9,17,17,Sports,10,30,26,Yes
6206,1,Boy,12,155,4,10,24,Mathematics,0,0,26,Yes
6207,1,Boy,12,160,0,10,25,Computer Science,5,0,26,Yes
6208,1,Boy,12,140,12,5,14,Sports,10,3,26,Brought something
6209,1,Boy,11,151,0,18,8,Sports,0,0,26,Yes
6210,1,Boy,12,168,0,15,4,Sports,0,17,26,Yes
6211,1,Girl,12,160,2,14,0,Dutch language,6,30,26,Yes
6212,1,Girl,12,161,6,4,6,Computer Science,5,0,26,Yes
6213,1,Boy,12,170,0,15,2,Sports,9,0,26,Yes
6214,1,Boy,12,160,0,14,3,Sports,10,0,26,Yes
6215,1,Boy,12,165,0,15,3,Sports,10,0,26,Yes
6216,1,Girl,12,160,3,14,0,Art,10,0,26,Yes
6217,1,Girl,12,175,3,14,7,Dutch language,8,0,26,Yes
6218,1,Boy,12,150,15,5,14,Sports,5,0,26,Yes
6219,1,Girl,12,171,2,7,1,Dutch language,3,0,26,Yes
6220,1,Boy,13,165,2,7,5,Art,5,0,26,Yes
